;"GERÊNCIA DE SUPRIMENTOS
LISTA DE ITENS VIGENTES EM ATAS E CONTRATOS - ATT 12/08/2026";;;;;;;;;;;
;COD. PRODUTO FLUIG;CONTRATO;ENTIDADE;STATUSCONTRATO;FORNECEDOR;DATA INICIO;DATA FIM;IDPRD RM;NOME FANTASIA;DESC. PRODUTO;R$ TOTAL CONTRATO;CNPJ
;562633;2026.0246;SENAI-DR/ES;VIGENTE;ELETROVAN MATERIAL ELETRICO LTDA.;31/07/2026;31/07/2027;15511;CREME PROTETOR, COMPLEMENTO: PELE GRUPO 2 SILICONE;CREME PROTETOR, COMPLEMENTO: PELE GRUPO 2 SILICONE;1.320.408,70;02.577.095/0001-36
;556038;2026.0246;SENAI-DR/ES;VIGENTE;ELETROVAN MATERIAL ELETRICO LTDA.;31/07/2026;31/07/2027;9349;COLETE REFLETIVO, TIPO: REFLETIVO, MODELO: COM ZIPER, COR: LARANJA;COLETE REFLETIVO, TIPO: REFLETIVO, MODELO: COM ZIPER, COR: LARANJA;1.320.408,70;02.577.095/0001-36
;556962;2026.0246;SENAI-DR/ES;VIGENTE;ELETROVAN MATERIAL ELETRICO LTDA.;31/07/2026;31/07/2027;10235;CINTURAO SEGURANCA, COMPLEMENTO: TIPO QUEDISTA;CINTURAO SEGURANCA, COMPLEMENTO: TIPO QUEDISTA;1.320.408,70;02.577.095/0001-36
;572863;2026.0246;SENAI-DR/ES;VIGENTE;ELETROVAN MATERIAL ELETRICO LTDA.;31/07/2026;31/07/2027;26205;FILTRO TIPO CARTUCHO QUIMICO, CLASSE II;"FILTRO TIPO CARTUCHO QUIMICO, CLASSE II, ROTULO ANSI, ENCAIXE BAIONETA, PARA VAPORES ORGANICOS.
DEVERA SER COMPATIVEL COM O RESPIRADOR DE AR - TIPO PECA SEMIFACIAL E CARTUCHO CORRESPONDENTE.";1.320.408,70;02.577.095/0001-36
;556334;2026.0246;SENAI-DR/ES;VIGENTE;ELETROVAN MATERIAL ELETRICO LTDA.;31/07/2026;31/07/2027;9653;CARTUCHO, COMPLEMENTO: QUIMICO VAPOR ORGANICO;CARTUCHO, COMPLEMENTO: QUIMICO VAPOR ORGANICO;1.320.408,70;02.577.095/0001-36
;556230;2026.0246;SENAI-DR/ES;VIGENTE;ELETROVAN MATERIAL ELETRICO LTDA.;31/07/2026;31/07/2027;9545;CARNEIRA DE SEGURANÇA. MATERIAL: PLASTICO, USO: ADAPTAÇÃO AO CAPACETE, COMPLEMENTO: COM ELEMENTOS DE FIXAÇÃO E REGULAGEM;"CARNEIRA DE SEGURANÇA. MATERIAL: PLASTICO, USO: ADAPTAÇÃO AO CAPACETE, COMPLEMENTO: COM ELEMENTOS DE FIXAÇÃO E REGULAGEM
";1.320.408,70;02.577.095/0001-36
;556243;2026.0246;SENAI-DR/ES;VIGENTE;ELETROVAN MATERIAL ELETRICO LTDA.;31/07/2026;31/07/2027;9558;CAPUZ SEGURANCA, COMPLEMENTO: BALACLAVA MALHA;CAPUZ SEGURANCA, COMPLEMENTO: BALACLAVA MALHA;1.320.408,70;02.577.095/0001-36
;563483;2026.0246;SENAI-DR/ES;VIGENTE;ELETROVAN MATERIAL ELETRICO LTDA.;31/07/2026;31/07/2027;16361;CAPACETE DE SEGURANCA CLASSE B, TIPO ABA FRONTAL;"CAPACETE DE SEGURANCA CLASSE B, TIPO II; POSSUI SISTEMA DE SUSPENSAO PUSH-KEY (TIPO DESLIZANTE), COMPOSTA POR CINTA/FITA DUPLA EM POLIAMIDA; POSSUI CARNEIRA EM PEAD DE BAIXA DENSIDADE; POSSUI TESTEIRA ABSORVEDORA DE SUOR PRODUZIDA E";1.320.408,70;02.577.095/0001-36
;562894;2026.0246;SENAI-DR/ES;VIGENTE;ELETROVAN MATERIAL ELETRICO LTDA.;31/07/2026;31/07/2027;15772;CAPA CHUVA, MODELO: COM CAPUZ, MATERIAL: NYLON EMBORRACHADO;CAPA CHUVA, MODELO: COM CAPUZ, MATERIAL: NYLON EMBORRACHADO;1.320.408,70;02.577.095/0001-36
;556238;2026.0246;SENAI-DR/ES;VIGENTE;ELETROVAN MATERIAL ELETRICO LTDA.;31/07/2026;31/07/2027;9553;AVENTAL SEGURANCA, COMPLEMENTO: REVESTIDO;AVENTAL SEGURANCA, COMPLEMENTO: REVESTIDO;1.320.408,70;02.577.095/0001-36
;573413;2026.0246;SENAI-DR/ES;VIGENTE;ELETROVAN MATERIAL ELETRICO LTDA.;31/07/2026;31/07/2027;26755;AVENTAL SEGURANCA, MATERIAL: RASPA SEM MANGA, USO: SOLDADOR, FIXACAO:PESCOCO E TIRA LATERAL, DIMENSAO: 1000X600MM;AVENTAL SEGURANCA, MATERIAL: RASPA SEM MANGA, USO: SOLDADOR, FIXACAO:PESCOCO E TIRA LATERAL, DIMENSAO: 1000X600MM;1.320.408,70;02.577.095/0001-36
;573709;2026.0246;SENAI-DR/ES;VIGENTE;ELETROVAN MATERIAL ELETRICO LTDA.;31/07/2026;31/07/2027;27051;AVENTAL SEGURANCA, MATERIAL: RASPA, MEDIDA: 1,50X0,80CM, COMPLEMENTO: COM MANGA E GOLA;AVENTAL SEGURANCA, MATERIAL: RASPA, MEDIDA: 1,50X0,80CM, COMPLEMENTO: COM MANGA E GOLA;1.320.408,70;02.577.095/0001-36
;564657;2026.0246;SENAI-DR/ES;VIGENTE;ELETROVAN MATERIAL ELETRICO LTDA.;31/07/2026;31/07/2027;17543;AVENTAL  EM TNT DESCARTAVEL MANGA LONGA COM ELASTICO NOS PUNHOS;AVENTAL  EM TNT DESCARTAVEL MANGA LONGA COM ELASTICO NOS PUNHOS;1.320.408,70;02.577.095/0001-36
;569629;2026.0246;SENAI-DR/ES;VIGENTE;ELETROVAN MATERIAL ELETRICO LTDA.;31/07/2026;31/07/2027;22956;ARMACAO ESPUMA, COMPLEMENTO: EVA OCULOS SEGURANCA;ARMACAO ESPUMA, COMPLEMENTO: EVA OCULOS SEGURANCA;1.320.408,70;02.577.095/0001-36
;562894;2026.0246;SESI-DR/ES;VIGENTE;ELETROVAN MATERIAL ELETRICO LTDA.;31/07/2026;31/07/2027;15772;CAPA CHUVA, MODELO: COM CAPUZ, MATERIAL: NYLON EMBORRACHADO;CAPA CHUVA, MODELO: COM CAPUZ, MATERIAL: NYLON EMBORRACHADO;1.320.408,70;02.577.095/0001-36
;556332;2026.0246;SESI-DR/ES;VIGENTE;ELETROVAN MATERIAL ELETRICO LTDA.;31/07/2026;31/07/2027;9649;TOUCA DESCARTAVEL, COMPLEMENTO: SANFONADA TNT PCT 100 UNIDADES;TOUCA DESCARTAVEL, COMPLEMENTO: SANFONADA TNT PCT 100 UNIDADES;1.320.408,70;02.577.095/0001-36
;556244;2026.0246;SESI-DR/ES;VIGENTE;ELETROVAN MATERIAL ELETRICO LTDA.;31/07/2026;31/07/2027;9559;TALABARTE SEGURANCA, COMPLEMENTO: ABSORVEDOR;TALABARTE SEGURANCA, COMPLEMENTO: ABSORVEDOR;1.320.408,70;02.577.095/0001-36
;569620;2026.0246;SESI-DR/ES;VIGENTE;ELETROVAN MATERIAL ELETRICO LTDA.;31/07/2026;31/07/2027;22947;SUSPENSAO CAPACETE;SUSPENSAO CAPACETE;1.320.408,70;02.577.095/0001-36
;563520;2026.0246;SESI-DR/ES;VIGENTE;ELETROVAN MATERIAL ELETRICO LTDA.;31/07/2026;31/07/2027;16398;RESPIRADOR PURIFICADOR, COMPLEMENTO: AR TIPO PECA SEMI FACIAL FILTRANTE SISTEMA 3 PAINEIS PARTICULAS PFF2 SL VALVULA;RESPIRADOR PURIFICADOR, COMPLEMENTO: AR TIPO PECA SEMI FACIAL FILTRANTE SISTEMA 3 PAINEIS PARTICULAS PFF2 SL VALVULA;1.320.408,70;02.577.095/0001-36
;567143;2026.0246;SESI-DR/ES;VIGENTE;ELETROVAN MATERIAL ELETRICO LTDA.;31/07/2026;31/07/2027;20196;"RESPIRADOR PURIFICADOR DE AR TIPO PECA SEMIFACIAL FILTRANTE PARA PARTICULAS CLASSE PFF2 ""S"", SEM VALVULA DE EXALACAO";"RESPIRADOR PURIFICADOR DE AR TIPO PECA SEMIFACIAL FILTRANTE PARA PARTICULAS CLASSE PFF2 ""S"", SEM VALVULA DE EXALACAO";1.320.408,70;02.577.095/0001-36
;556715;2026.0246;SESI-DR/ES;VIGENTE;ELETROVAN MATERIAL ELETRICO LTDA.;31/07/2026;31/07/2027;9985;REPELENTE INSETOS, COMPLEMENTO: ATOXICO 120ML;REPELENTE INSETOS, COMPLEMENTO: ATOXICO 120ML;1.320.408,70;02.577.095/0001-36
;556228;2026.0246;SESI-DR/ES;VIGENTE;ELETROVAN MATERIAL ELETRICO LTDA.;31/07/2026;31/07/2027;9543;PROTETOR AUDITIVO, COMPLEMENTO: TIPO CONCHA;PROTETOR AUDITIVO, COMPLEMENTO: TIPO CONCHA;1.320.408,70;02.577.095/0001-36
;572870;2026.0246;SESI-DR/ES;VIGENTE;ELETROVAN MATERIAL ELETRICO LTDA.;31/07/2026;31/07/2027;26212;KIT HIGIENICO PARA PROTETOR AUDITIVO TIPO CONCHA;"KIT HIGIENICO PARA PROTETOR AUDITIVO  TIPO  CONCHA  PARA  SER UTILIZADO EM CONJUNTO COM CAPACETE 
COMPOSTO POR DOIS SELOS E DUAS ESPUMAS INTERNAS;
DEVERA SER COMPATIVEL COM O PROTETOR AUDITIVO TIPO CONCHA PARA";1.320.408,70;02.577.095/0001-36
;567146;2026.0246;SESI-DR/ES;VIGENTE;ELETROVAN MATERIAL ELETRICO LTDA.;31/07/2026;31/07/2027;20199;PROTETOR AUDITIVO, COMPLEMENTO: TIPO CONCHA SER UTILIZADO CONJUNTO CAPACETE;PROTETOR AUDITIVO, COMPLEMENTO: TIPO CONCHA SER UTILIZADO CONJUNTO CAPACETE;1.320.408,70;02.577.095/0001-36
;567145;2026.0246;SESI-DR/ES;VIGENTE;ELETROVAN MATERIAL ELETRICO LTDA.;31/07/2026;31/07/2027;20198;PROTETOR FACIAL, COMPLEMENTO: ATIVIDADE ALTA TENSAO CONFECCIONADO POLICARBONATO VERDE;PROTETOR FACIAL, COMPLEMENTO: ATIVIDADE ALTA TENSAO CONFECCIONADO POLICARBONATO VERDE;1.320.408,70;02.577.095/0001-36
;567144;2026.0246;SESI-DR/ES;VIGENTE;ELETROVAN MATERIAL ELETRICO LTDA.;31/07/2026;31/07/2027;20197;PROTETOR FACIAL, COMPLEMENTO: (TIPO FACE SHIELD) PROFISSIONAL SAUDE;PROTETOR FACIAL, COMPLEMENTO: (TIPO FACE SHIELD) PROFISSIONAL SAUDE;1.320.408,70;02.577.095/0001-36
;572828;2026.0246;SESI-DR/ES;VIGENTE;ELETROVAN MATERIAL ELETRICO LTDA.;31/07/2026;31/07/2027;26170;PROTETOR AURICULAR, COMPLEMENTO: (PADRAO SAMARCO);PROTETOR AURICULAR, COMPLEMENTO: (PADRAO SAMARCO);1.320.408,70;02.577.095/0001-36
;574456;2026.0246;SESI-DR/ES;VIGENTE;ELETROVAN MATERIAL ELETRICO LTDA.;31/07/2026;31/07/2027;27742;PROTETOR FACIAL, MODELO: PLASTICO POLICARBONATO, COR: INCOLOR, MEDIDA:  250MM,  AJUSTE: CATRACA;PROTETOR FACIAL, MODELO: PLASTICO POLICARBONATO, COR: INCOLOR, MEDIDA:  250MM,  AJUSTE: CATRACA;1.320.408,70;02.577.095/0001-36
;556709;2026.0246;SESI-DR/ES;VIGENTE;ELETROVAN MATERIAL ELETRICO LTDA.;31/07/2026;31/07/2027;9970;PROTETOR SOLAR, COMPLEMENTO: UVA UVB FPS 60;PROTETOR SOLAR, COMPLEMENTO: UVA UVB FPS 60;1.320.408,70;02.577.095/0001-36
;563518;2026.0246;SESI-DR/ES;VIGENTE;ELETROVAN MATERIAL ELETRICO LTDA.;31/07/2026;31/07/2027;16396;PERNEIRA SEGURANCA, COMPLEMENTO: CONFECCIONADA MATERIAL SINTETICO;PERNEIRA SEGURANCA, COMPLEMENTO: CONFECCIONADA MATERIAL SINTETICO;1.320.408,70;02.577.095/0001-36
;572958;2026.0246;SESI-DR/ES;VIGENTE;ELETROVAN MATERIAL ELETRICO LTDA.;31/07/2026;31/07/2027;26300;OCULOS DE SEGURANCA CINZA;OCULOS   DE   SEGURANCA CINZA  -   OCULOS   DE SEGURANCA  CONSTITUIDOS  DE  ARMACAO  E  VISOR CONFECCIONADOS    EM    UMA    UNICA    PECA    DE POLICARBONATO  DISPONIVEL  NAS  COR  CINZA. DEVERA POSSUIR COM TR;1.320.408,70;02.577.095/0001-36
;572862;2026.0246;SESI-DR/ES;VIGENTE;ELETROVAN MATERIAL ELETRICO LTDA.;31/07/2026;31/07/2027;26204;OCULOS  DE  SEGURANCA INCOLOR;"OCULOS   DE   SEGURANCA INCOLOR   -   OCULOS   DE SEGURANCA  CONSTITUIDOS  DE  ARMACAO  E  VISOR CONFECCIONADOS    EM    UMA    UNICA    PECA    DE POLICARBONATO  DISPONIVEL  NAS  COR  INCOLOR; DEVERA POSSUIR C";1.320.408,70;02.577.095/0001-36
;564636;2026.0246;SESI-DR/ES;VIGENTE;ELETROVAN MATERIAL ELETRICO LTDA.;31/07/2026;31/07/2027;17522;OCULOS DE SEGURANCA LENTE CINZA FUME ANTIRRISCO;OCULOS DE SEGURANCA LENTE CINZA FUME ANTIRRISCO;1.320.408,70;02.577.095/0001-36
;556956;2026.0246;SESI-DR/ES;VIGENTE;ELETROVAN MATERIAL ELETRICO LTDA.;31/07/2026;31/07/2027;10229;OCULOS SEGURANCA, COMPLEMENTO: SOBREPOSICAO LATERAL VENTILADA REGULAGEM TAMANHO;OCULOS SEGURANCA, COMPLEMENTO: SOBREPOSICAO LATERAL VENTILADA REGULAGEM TAMANHO;1.320.408,70;02.577.095/0001-36
;556958;2026.0246;SESI-DR/ES;VIGENTE;ELETROVAN MATERIAL ELETRICO LTDA.;31/07/2026;31/07/2027;10231;MOSQUETAO TIPO, COMPLEMENTO: D ALUMINIO;MOSQUETAO TIPO, COMPLEMENTO: D ALUMINIO;1.320.408,70;02.577.095/0001-36
;564768;2026.0246;SESI-DR/ES;VIGENTE;ELETROVAN MATERIAL ELETRICO LTDA.;31/07/2026;31/07/2027;17683;MASCARA DESCARTAVEL, COMPLEMENTO: TNT TRIPLA CAMADA CX 100 UND;MASCARA DESCARTAVEL, COMPLEMENTO: TNT TRIPLA CAMADA CX 100 UND;1.320.408,70;02.577.095/0001-36
;567149;2026.0246;SESI-DR/ES;VIGENTE;ELETROVAN MATERIAL ELETRICO LTDA.;31/07/2026;31/07/2027;20202;MACACAO SEGURANCA, COMPLEMENTO: IMPERMEAVEL COR BRANCO;MACACAO SEGURANCA, COMPLEMENTO: IMPERMEAVEL COR BRANCO;1.320.408,70;02.577.095/0001-36
;572861;2026.0246;SESI-DR/ES;VIGENTE;ELETROVAN MATERIAL ELETRICO LTDA.;31/07/2026;31/07/2027;26203;LUVA PARA PROCEDIMENTOS NAO CIRURGICOS CONFECCIONADA EM VINIL CX 100;"LUVA PARA PROCEDIMENTOS NAO CIRURGICOS CONFECCIONADA EM VINIL CX 100, SEM PULVERIZACAO DE PO BIOABSORVIVEL, SUPERFICIE LISA, AMBIDESTRA, NAO ESTERIL.
DEVERA SER IGUAL OU SIMILAR AO CA 40254";1.320.408,70;02.577.095/0001-36
;572860;2026.0246;SESI-DR/ES;VIGENTE;ELETROVAN MATERIAL ELETRICO LTDA.;31/07/2026;31/07/2027;26202;LUVA PARA PROCEDIMENTOS NAO-CIRURGICOS EM LATEX CX 100;"LUVA PARA PROCEDIMENTOS NAO-CIRURGICOS EM LATEX CX 100  CONFECCIONADA EM BORRACHA NATURAL, LISA, AMBIDESTRA, TIPO 1, NAO ESTERIL;
DEVERA POSSUIR OS TAMANHOS VARIADOS EP, P, M, G E EG;
DEVERA POSSUIR CERTIFICA";1.320.408,70;02.577.095/0001-36
;563515;2026.0246;SESI-DR/ES;VIGENTE;ELETROVAN MATERIAL ELETRICO LTDA.;31/07/2026;31/07/2027;16393;LUVA DE SEGURANCA ISOLANTE DE BORRACHA, TIPO II, CLASSE 2;LUVA DE SEGURANCA ISOLANTE DE BORRACHA, TIPO II, CLASSE 2 SUPORTA TENSAO MAXIMA DE USO: 1700 V.;1.320.408,70;02.577.095/0001-36
;572997;2026.0246;SESI-DR/ES;VIGENTE;ELETROVAN MATERIAL ELETRICO LTDA.;31/07/2026;31/07/2027;26339;LUVA, MATERIAL: MALHA DE ALGODAO E BORRACHA NITRILICA, MATERIAL PUNHO: LONA;LUVA, MATERIAL: MALHA DE ALGODAO E BORRACHA NITRILICA, MATERIAL PUNHO: LONA;1.320.408,70;02.577.095/0001-36
;563486;2026.0246;SESI-DR/ES;VIGENTE;ELETROVAN MATERIAL ELETRICO LTDA.;31/07/2026;31/07/2027;16364;LUVA COBERTURA, COMPLEMENTO: USO SOBRE BORRACHA ISOLANTE ELETRICISTA;LUVA COBERTURA, COMPLEMENTO: USO SOBRE BORRACHA ISOLANTE ELETRICISTA;1.320.408,70;02.577.095/0001-36
;569623;2026.0246;SESI-DR/ES;VIGENTE;ELETROVAN MATERIAL ELETRICO LTDA.;31/07/2026;31/07/2027;22950;LUVA PROTECAO, COMPLEMENTO: CONTRA AGENTES MECANICOS;LUVA PROTECAO, COMPLEMENTO: CONTRA AGENTES MECANICOS;1.320.408,70;02.577.095/0001-36
;572869;2026.0246;SESI-DR/ES;VIGENTE;ELETROVAN MATERIAL ELETRICO LTDA.;31/07/2026;31/07/2027;26211;RETENTOR PARA FILTROS;DEVERA SER COMPATIVEL COM O RESPIRADOR DE AR SEMIFACIAL E CARTUCHO.;1.320.408,70;02.577.095/0001-36
;572868;2026.0246;SESI-DR/ES;VIGENTE;ELETROVAN MATERIAL ELETRICO LTDA.;31/07/2026;31/07/2027;26210;PRE FILTRO, CLASSE 2;DEVERA SER COMPATIVEL COM O RESPIRADOR DE AR SEMIFACIAL E CARTUCHO.;1.320.408,70;02.577.095/0001-36
;563522;2026.0246;SESI-DR/ES;VIGENTE;ELETROVAN MATERIAL ELETRICO LTDA.;31/07/2026;31/07/2027;16400;FILTRO AR, COMPLEMENTO: COMBINADO CLASSE P3;FILTRO AR, COMPLEMENTO: COMBINADO CLASSE P3;1.320.408,70;02.577.095/0001-36
;567153;2026.0246;SESI-DR/ES;VIGENTE;ELETROVAN MATERIAL ELETRICO LTDA.;31/07/2026;31/07/2027;20206;DISPOSITIVO TRAVA QUEDAS, MATERIAL: CAIXA PLASTICA EM ABS, COM FITA EM POLIESTER,TIPO: RETRATIL, USO:  EM CONJUNTO AO CI;"DISPOSITIVO TRAVA QUEDAS, MATERIAL: CAIXA PLASTICA EM ABS, COM FITA EM POLIESTER,TIPO: RETRATIL, USO:  EM CONJUNTO AO CINTO DE SEGURANÇA
";1.320.408,70;02.577.095/0001-36
;557589;2026.0246;SESI-DR/ES;VIGENTE;ELETROVAN MATERIAL ELETRICO LTDA.;31/07/2026;31/07/2027;10881;CREME PROTETOR, COMPLEMENTO: PELE GRUPO 3 SEM SILICONE;CREME PROTETOR, COMPLEMENTO: PELE GRUPO 3 SEM SILICONE;1.320.408,70;02.577.095/0001-36
;562633;2026.0246;SESI-DR/ES;VIGENTE;ELETROVAN MATERIAL ELETRICO LTDA.;31/07/2026;31/07/2027;15511;CREME PROTETOR, COMPLEMENTO: PELE GRUPO 2 SILICONE;CREME PROTETOR, COMPLEMENTO: PELE GRUPO 2 SILICONE;1.320.408,70;02.577.095/0001-36
;567154;2026.0246;SESI-DR/ES;VIGENTE;ELETROVAN MATERIAL ELETRICO LTDA.;31/07/2026;31/07/2027;20207;CREME PROTETOR, COMPLEMENTO: PELE GRUPO 1 SILICONE;CREME PROTETOR, COMPLEMENTO: PELE GRUPO 1 SILICONE;1.320.408,70;02.577.095/0001-36
;556038;2026.0246;SESI-DR/ES;VIGENTE;ELETROVAN MATERIAL ELETRICO LTDA.;31/07/2026;31/07/2027;9349;COLETE REFLETIVO, TIPO: REFLETIVO, MODELO: COM ZIPER, COR: LARANJA;COLETE REFLETIVO, TIPO: REFLETIVO, MODELO: COM ZIPER, COR: LARANJA;1.320.408,70;02.577.095/0001-36
;556962;2026.0246;SESI-DR/ES;VIGENTE;ELETROVAN MATERIAL ELETRICO LTDA.;31/07/2026;31/07/2027;10235;CINTURAO SEGURANCA, COMPLEMENTO: TIPO QUEDISTA;CINTURAO SEGURANCA, COMPLEMENTO: TIPO QUEDISTA;1.320.408,70;02.577.095/0001-36
;556230;2026.0246;SESI-DR/ES;VIGENTE;ELETROVAN MATERIAL ELETRICO LTDA.;31/07/2026;31/07/2027;9545;CARNEIRA DE SEGURANÇA. MATERIAL: PLASTICO, USO: ADAPTAÇÃO AO CAPACETE, COMPLEMENTO: COM ELEMENTOS DE FIXAÇÃO E REGULAGEM;"CARNEIRA DE SEGURANÇA. MATERIAL: PLASTICO, USO: ADAPTAÇÃO AO CAPACETE, COMPLEMENTO: COM ELEMENTOS DE FIXAÇÃO E REGULAGEM
";1.320.408,70;02.577.095/0001-36
;563483;2026.0246;SESI-DR/ES;VIGENTE;ELETROVAN MATERIAL ELETRICO LTDA.;31/07/2026;31/07/2027;16361;CAPACETE DE SEGURANCA CLASSE B, TIPO ABA FRONTAL;"CAPACETE DE SEGURANCA CLASSE B, TIPO II; POSSUI SISTEMA DE SUSPENSAO PUSH-KEY (TIPO DESLIZANTE), COMPOSTA POR CINTA/FITA DUPLA EM POLIAMIDA; POSSUI CARNEIRA EM PEAD DE BAIXA DENSIDADE; POSSUI TESTEIRA ABSORVEDORA DE SUOR PRODUZIDA E";1.320.408,70;02.577.095/0001-36
;556238;2026.0246;SESI-DR/ES;VIGENTE;ELETROVAN MATERIAL ELETRICO LTDA.;31/07/2026;31/07/2027;9553;AVENTAL SEGURANCA, COMPLEMENTO: REVESTIDO;AVENTAL SEGURANCA, COMPLEMENTO: REVESTIDO;1.320.408,70;02.577.095/0001-36
;564657;2026.0246;SESI-DR/ES;VIGENTE;ELETROVAN MATERIAL ELETRICO LTDA.;31/07/2026;31/07/2027;17543;AVENTAL  EM TNT DESCARTAVEL MANGA LONGA COM ELASTICO NOS PUNHOS;AVENTAL  EM TNT DESCARTAVEL MANGA LONGA COM ELASTICO NOS PUNHOS;1.320.408,70;02.577.095/0001-36
;569629;2026.0246;SESI-DR/ES;VIGENTE;ELETROVAN MATERIAL ELETRICO LTDA.;31/07/2026;31/07/2027;22956;ARMACAO ESPUMA, COMPLEMENTO: EVA OCULOS SEGURANCA;ARMACAO ESPUMA, COMPLEMENTO: EVA OCULOS SEGURANCA;1.320.408,70;02.577.095/0001-36
;556960;2026.0246;SESI-DR/ES;VIGENTE;ELETROVAN MATERIAL ELETRICO LTDA.;31/07/2026;31/07/2027;10233;DISPOSITIVO TRAVA QUEDAS, MATERIAL: AÇO INOX COM FITA EM POLIESTER, USO:  EM CONJUNTO AO CINTO DE SEGURANÇA;"DISPOSITIVO TRAVA QUEDAS, MATERIAL: AÇO INOX COM FITA EM POLIESTER, USO:  EM CONJUNTO AO CINTO DE SEGURANÇA
";1.320.408,70;02.577.095/0001-36
;566646;2026.0246;SESI-DR/ES;VIGENTE;ELETROVAN MATERIAL ELETRICO LTDA.;31/07/2026;31/07/2027;19699;MANGA ISOLANTE ALTA TENSAO CLASSE 2 - COR LARANJA -;"MANGAS DE SEGURANCA DE BORRACHA (ISOLANTE), COR LAJANJA, TIPO II CLASSE 2 - EQUIPAMENTO DE EPI;
SAO PRODUZIDAS ESPECIALMENTE COMO ISOLANTE ELETRICO PARA OS TRABALHADORES DO SETOR ELETRICO, VISANDO A PROTECAO D";1.320.408,70;02.577.095/0001-36
;556963;2026.0246;SESI-DR/ES;VIGENTE;ELETROVAN MATERIAL ELETRICO LTDA.;31/07/2026;31/07/2027;10236;RESPIRADOR PURIFICADOR, COMPLEMENTO: AR TIPO PECA SEMIFACIAL;RESPIRADOR PURIFICADOR, COMPLEMENTO: AR TIPO PECA SEMIFACIAL;1.320.408,70;02.577.095/0001-36
;556237;2026.0246;SESI-DR/ES;VIGENTE;ELETROVAN MATERIAL ELETRICO LTDA.;31/07/2026;31/07/2027;9552;LUVA SEGURANCA, COMPLEMENTO: MALHA ACO;LUVA SEGURANCA, COMPLEMENTO: MALHA ACO;1.320.408,70;02.577.095/0001-36
;562899;2026.0246;SESI-DR/ES;VIGENTE;ELETROVAN MATERIAL ELETRICO LTDA.;31/07/2026;31/07/2027;15777;LUVA SEGURANCA, COMPLEMENTO: BAIXA TENSAO;LUVA SEGURANCA, COMPLEMENTO: BAIXA TENSAO;1.320.408,70;02.577.095/0001-36
;574361;2026.0238;CINDES;VIGENTE;ANDRE GUILHERME PEREIRA PERFEITO SERVICOS ADMINISTRATIVOS;31/07/2026;31/07/2027;27647;ATIVIDADE, TIPO: PALESTRA;ATIVIDADE, TIPO: PALESTRA;16.316,76;13.413.788/0001-00
;573342;2026.0256;SESI-DR/ES;VIGENTE;EMBAIXADA DA CONFECCAO;30/07/2026;28/01/2027;26684;PATROCINIO DE EVENTO;PATROCINIO DE EVENTO;40.000,00;54.074.831/0001-37
;001063;2026.0251;SENAI-DR/ES;VIGENTE;INSTITUTO EUVALDO LODI - IEL/ES;30/07/2026;30/07/2027;1147;ATIVIDADE TREINAMENTO, TIPO: DESENVOLVIMENTO DE COLABORADOR;ATIVIDADE TREINAMENTO, TIPO: DESENVOLVIMENTO DE COLABORADOR;171.160,00;28.164.937/0001-11
;001063;2026.0251;SESI-DR/ES;VIGENTE;INSTITUTO EUVALDO LODI - IEL/ES;30/07/2026;30/07/2027;1147;ATIVIDADE TREINAMENTO, TIPO: DESENVOLVIMENTO DE COLABORADOR;ATIVIDADE TREINAMENTO, TIPO: DESENVOLVIMENTO DE COLABORADOR;171.160,00;28.164.937/0001-11
;573342;2026.0248;SENAI-DR/ES;VIGENTE;MILANEZ E MILANEZE S/A;30/07/2026;30/07/2027;26684;PATROCINIO DE EVENTO;PATROCINIO DE EVENTO;75.000,00;32.403.065/0001-74
;573342;2026.0247;SESI-DR/ES;VIGENTE;MILANEZ E MILANEZE S/A;30/07/2026;30/07/2027;26684;PATROCINIO DE EVENTO;PATROCINIO DE EVENTO;20.000,00;32.403.065/0001-74
;572674;2026.0237;SESI-DR/ES;VIGENTE;THIELL CONSTRUCOES E REPRESENTACOES LTDA;29/07/2026;29/01/2027;26016;CREDENCIAMENTO: OBRA ENGENHARIA;CREDENCIAMENTO: OBRA ENGENHARIA;206.874,46;01.143.982/0001-33
;559520;2026.0200;SENAI-DR/ES;VIGENTE;KORN FERRY;29/07/2026;29/07/2027;12903;ASSESSORIA E CONSULTORIA EM RECURSOS HUMANOS;ASSESSORIA E CONSULTORIA EM RECURSOS HUMANOS;336.356,86;46.381.448/0001-01
;559520;2026.0200;SESI-DR/ES;VIGENTE;KORN FERRY;29/07/2026;29/07/2027;12903;ASSESSORIA E CONSULTORIA EM RECURSOS HUMANOS;ASSESSORIA E CONSULTORIA EM RECURSOS HUMANOS;336.356,86;46.381.448/0001-01
;576292;2026.0249;SESI-DR/ES;VIGENTE;A LOG AMORIM LOGISTICA;28/07/2026;28/07/2027;29641;LOCACAO, TIPO:EQUIPAMENTO DE MOVIMENTACAO E ELEVACAO DE MATERIAIS;LOCACAO, TIPO:EQUIPAMENTO DE MOVIMENTACAO E ELEVACAO DE MATERIAIS;61.740,00;39.529.624/0001-36
